,13,CHECK COMBI TENNIS SKIRT GREEN,NASTYFANCYCLUB,NK19S034H,여,치마,,,,,,,미니 스커트,"레귤러, 슬림",,,,,,면,"블랙, 그린","케쥬얼, 캠퍼스, 스트릿, 페미닌, 러블리","봄, 여름, 가을, 겨울","10대_이하, 20대",https://drive.google.com/open?id=1fmkQw6uOqYClf-KjfWnaedaRgJJpOBdG,49000,https://www.seoulstore.com/products/1035120/detail,13_1,FREE
,14,여성 슬림핏 스트레치 폴로 셔츠,POLO RALPH LAUREN,WMPOKNINN820001410,여,상의,,,티셔츠,슬림,,,,,,,,,,면,네이비,"케쥬얼, 캠퍼스",여름,"20대, 30대, 40대",https://drive.google.com/open?id=1ESdgbGPiq_t4EvvDBdmAA3OAPOStUJ2J,149000,https://brand.naver.com/ralphlauren/products/5277291621,14_1,"XS,S,M,L,XL"
,15,CHOKER HALF JACKET,OiOi,OI21SS_7,여,아우터,자켓,"레귤러, 슬림",,,,,,,,,,,,면,그린,"케쥬얼, 캠퍼스, 페미닌","봄, 여름","10대_이하, 20대",https://drive.google.com/open?id=1wrIjfx8ZT2jsAogd1WdhqZjA1VbZ-3S5,169000,https://store.musinsa.com/app/goods/1835596,15_1,FREE
,16,더블버튼 자켓형 미니원피스,SPAO,SPOWB24W02,여,세트,,,,,,,,,원피스,레귤러,,,,"면, 폴리에스터",민트,캠퍼스,여름,"10대_이하, 20대",https://drive.google.com/open?id=1QF6PxVEVBecjjQSrCJkjEHtIZZ6sCn6t,59900,https://spao.elandmall.com/goods/initGoodsDetail.action?goods_no=2103697782&vir_vend_no=VV16001887&sale_shop_divi_cd=11&disp_ctg_no=&sale_area_no=D1606000566&tr_yn=N&conts_dist_no=2103697782&conts_divi_cd=20&rel_no=2103697782&rel_divi_cd=10&brand_nm=%EC%8A%A4%ED%8C%8C%EC%98%A4&goods_nm=%EB%8D%94%EB%B8%94%EB%B2%84%ED%8A%BC+%EC%9E%90%EC%BC%93%ED%98%95+%EB%AF%B8%EB%8B%88%EC%9B%90%ED%94%BC%EC%8A%A4_SPOWB24W02&cust_sale_price=59900&ga_ctg_nm=%EC%9B%90%ED%94%BC%EC%8A%A4&isComingSoonYn=N&isReservComingSoonYn=N&reserve_start_dtime=&dlp_list=&dlp_category=WOMEN%2F%EC%9B%90%ED%94%BC%EC%8A%A4%2F%EB%AF%B8%EB%8B%88&flag_img_path=&p_cart_grp_cd=,16_1,"S,M,L"
,17,PLEATS BUTTON SKIRT,OiOi,OI21SS_71,여,치마,,,,,,,미니 스커트,"레귤러, 슬림",,,,,,레이온,아이보리,"캠퍼스, 오피스, 페미닌, 러블리","봄, 여름, 가을","10대_이하, 20대, 30대",https://drive.google.com/open?id=1PZm0QT_GvMHKm3gqmWGr95tNpseIDWaQ,89000,https://store.musinsa.com/app/goods/1834795,17_1,"S,M"
,18,스탠다드핏 반팔 자켓,SPAO,SPJKB25W03,여,아우터,자켓,레귤러,,,,,,,,,,,,"레이온, 폴리에스터",베이지,"케쥬얼, 캠퍼스",여름,"10대_이하, 20대",https://drive.google.com/open?id=19ev4J4Izp4erx6vQtTJA3ycRfroQgX-9,49900,https://spao.elandmall.com/goods/initGoodsDetail.action?goods_no=2104843022&vir_vend_no=VV16001887&sale_shop_divi_cd=15&disp_ctg_no=&sale_area_no=D1601000354&tr_yn=N&conts_dist_no=2104843022&conts_divi_cd=20&rel_no=2104843022&rel_divi_cd=10&brand_nm=%EC%8A%A4%ED%8C%8C%EC%98%A4&goods_nm=%5BCOOLTECH%5D(%EC%BF%A8%EB%B9%84%EC%A6%88)+%EC%8A%A4%ED%83%A0%EB%8B%A4%EB%93%9C%ED%95%8F+%EB%B0%98%ED%8C%94+%EC%9E%90%EC%BC%93_SPJKB25W03&cust_sale_price=49900&ga_ctg_nm=BEST&isComingSoonYn=N&isReservComingSoonYn=N&reserve_start_dtime=&dlp_list=&dlp_category=WOMEN%2F%EC%95%84%EC%9A%B0%ED%84%B0%2F%EC%9E%90%EC%BC%93&flag_img_path=&p_cart_grp_cd=,18_1,"S,M,L"
,19,HEART PATTERN CARDIGAN,OiOi,OI21SS_11,여,아우터,가디건,레귤러,,,,,,,,,,,,면,레드,"케쥬얼, 캠퍼스, 러블리","봄, 가을, 겨울","10대_이하, 20대, 30대",https://drive.google.com/open?id=1oFF2W1N7PyJ1xUs4jzyHjyiZvTrXZ75R,102000,https://store.musinsa.com/app/goods/1835585,19_1,FREE
,20,LAYERED T-SHIRTS,OiOi,OI21SS_29,여,상의,,,티셔츠,"레귤러, 슬림",,,,,,,,,,면,"화이트, 베이지","미니멀, 케쥬얼, 캠퍼스, 아메카지, 러블리","봄, 여름, 가을","10대_이하, 20대, 30대, 40대",https://drive.google.com/open?id=1z9uRs9pqOfncJg8IE8-bfwyRYJi5H-uy,59000,https://store.musinsa.com/app/goods/1835512,20_1,FREE
,21,PIN TUCK HALF SHIRTS,OiOi,OI21SS_41,여,상의,,,셔츠/블라우스,"레귤러, 슬림",,,,,,,,,,면,화이트,"미니멀, 케쥬얼, 캠퍼스, 페미닌, 러블리","봄, 여름, 가을","10대_이하, 20대",https://drive.google.com/open?id=1QhLOUjguCSviW6K5bKOeEgc_zjtqpz6t,79000,https://store.musinsa.com/app/goods/1835321,21_1,FREE
,22,버핑레더 미니멀 포켓 블루종,LAFUDGESTORE,f-1236,"남, 여",아우터,점퍼,레귤러,,,,,,,,,,,,가죽,블랙,"케쥬얼, 스트릿","가을, 겨울",20대,https://drive.google.com/open?id=1D-QeAJRNg4OcjXeHBrgp2elDU5fk34_Y,94000,https://store.musinsa.com/app/goods/1540376,22_1,"S,M,L"
,23,코듀로이 오버 칼라 아노락 스웨트셔츠,LAPUDGESTORE,f-1552,"남, 여",상의,,,맨투맨,오버핏,,,,,,,,,,면,그레이,"케쥬얼, 캠퍼스",겨울,"10대_이하, 20대",https://drive.google.com/open?id=1Eyis-IpH_fFsETeJQwIAZPKMR9G-WGJa,49000,https://store.musinsa.com/app/goods/1723882,23_1,"M,L"
,24,Striped Washing Cargo Skirt Blue/Wasabi,SCULPTOR,SC21S414GR,여,치마,,,,,,,미니 스커트,레귤러,,,,,,면,"그린, 블루","스트릿, 락시크","봄, 여름","10대_이하, 20대",https://drive.google.com/open?id=15XqmeCixs5V27EFLnaELzTOlgfeIrWY3,69000,https://store.musinsa.com/app/goods/1813555,24_1,"XS,S,M,L"
,25,OPCE 컴포트핏 원피스 NY,MLB,31OP07031-50W,여,세트,,,,,,,,,원피스,레귤러,,,,면,화이트,"케쥬얼, 캠퍼스",여름,"10대_이하, 20대",https://drive.google.com/open?id=1tQKJzl3FXzXduopBziC01eY2-IjzqCoQ,55000,https://store.musinsa.com/app/goods/1502462/0,25_1,"XS,S"
,26,Blooming Petal Dress,HACKESCH,hackesch21S_DR02,여,세트,,,,,,,,,원피스,레귤러,,,,폴리에스터,"블랙, 핑크",페미닌,봄,"10대_이하, 20대",https://drive.google.com/open?id=1Zr1hxR1FOyo-SgvD4pebzSDGg0W5JSns,129000,https://store.musinsa.com/app/goods/1785189,26_1,FREE
,27,SQUARE NECK SHIRRING BLOUSE,OiOi,OI21SS_42,여,상의,,,셔츠/블라우스,슬림,,,,,,,,,,면,옐로우,"페미닌, 러블리",봄,"10대_이하, 20대",https://drive.google.com/open?id=1XY-aOfGVZTHkZ_YmuTskAfRWOwtWde0D,109000,https://store.musinsa.com/app/goods/1835298,27_1,FREE
,28,사이드 파이핑 조거 팬츠,ACOVER,ACP20610,여,하의,,,,,"트레이닝 팬츠, 조거 팬츠",와이드,,,,,,,,면,그레이,"케쥬얼, 스트릿","봄, 가을, 겨울","10대_이하, 20대",https://drive.google.com/open?id=1PgFQfYAYTM7KEpGhOxWb56Lam3z7Fpg8,52000,https://store.musinsa.com/app/goods/1761479,28_1,"M,L"
,29,린넨 화이트 슬림 반팔 셔츠,KOLEAT,K_CROP_LW_W,여,상의,,,셔츠/블라우스,레귤러,,,,,,,,,,린넨,화이트,"케쥬얼, 캠퍼스",여름,"10대_이하, 20대",https://drive.google.com/open?id=1pKeuVACv4apSBJZkzoKZalAV7ay2aCQ5,36900,https://store.musinsa.com/app/goods/1465438,29_1,FREE
,30,타미 클래식 스트라이프 셔츠,TOMMY HILFIGER,T22B0WSH006WT20Y9,여,상의,,,셔츠/블라우스,슬림,,,,,,,,,,면,스카이블루,"미니멀, 케쥬얼, 캠퍼스, 오피스","봄, 여름","20대, 30대, 40대",https://drive.google.com/open?id=16MMRvJcQiPdyTVRt1nBMtMlzvIx3SSQX,155000,https://www.hfashionmall.com/product/GM0120111025924/detail?promtSn=2083,30_1,"32,34,36,38"
,31,오리지널 베이직 폴로 티셔츠,TOMMY HILFIGER,T32B3TKT01TWT1100,여,상의,,,티셔츠,슬림,,,,,,,,,,면,화이트,"미니멀, 케쥬얼, 캠퍼스, 오피스",여름,"20대, 30대, 40대",https://drive.google.com/open?id=1_gUu8yv5GNgYrbWxZvhdN0EWuK5BV18h,78000,https://www.hfashionmall.com/product/GM0120121528760/detail,31_1,"XS,S,M,L,XL"
,32,모티브 펀칭 가디건,SJYP,PW2B3KCD729NLP,여,아우터,가디건,슬림,,,,,,,,,,,,폴리에스터,핑크,"케쥬얼, 캠퍼스","봄, 가을","10대_이하, 20대",https://drive.google.com/open?id=1XnhvMazo9ZWU3nzq0JQqcoGGJJhZEvui,129000,https://www.hfashionmall.com/product/GM0121031744876/detail,32_1,"S,M"
,33,레귤러 크루넥 가디건,TOMMY HILFIGER,T22B1KCD002WT2YBL,여,아우터,가디건,레귤러,,,,,,,,,,,,면,화이트,"미니멀, 케쥬얼, 캠퍼스, 오피스","봄, 가을","20대, 30대",https://drive.google.com/open?id=10iI1ObdC8y8bgYC0D5VH2HgDEsesrcl8,215000,https://www.hfashionmall.com/product/GM0121010430267/detail?promtSn=2083,33_1,"XS,S,M,L"
,34,볼륨 포켓 점프수트,SJYP,PW2B3WOP220WLB,여,세트,,,,,,,,,점프수트,와이드,,,,면,스카이블루,케쥬얼,"봄, 여름, 가을","10대_이하, 20대",https://drive.google.com/open?id=1K4g1E4XqERDRkwvDFE8-Qb5bBjrDJ9Es,399000,https://www.hfashionmall.com/product/GM0121030240882/detail,34_1,"S,M"
,35,부클 쿠퍼 로고 맨투맨,COVERNAT,CO2000CR06NA,"남, 여",상의,,,맨투맨,레귤러,,,,,,,,,,면,네이비,"케쥬얼, 캠퍼스","봄, 가을, 겨울","10대_이하, 20대",https://drive.google.com/open?id=1eAQ6-_zxZaC-JQIA9Ci8dXRvc6LqDxAM,69000,https://store.musinsa.com/app/goods/1160367,35_1,"S,M,L,XL"
,36,테일러드 반팔 자켓,MIXXO,MIWJKB61QG,여,아우터,자켓,"레귤러, 오버핏",,,,,,,,,,,,폴리에스터,베이지,"미니멀, 케쥬얼, 캠퍼스, 오피스","여름, 가을","10대_이하, 20대, 30대",https://drive.google.com/open?id=1MNmaNJgaGiyo-eNDT4us8F3ckZlHDTDM,59900,https://mixxo.com/product/%ED%85%8C%EC%9D%BC%EB%9F%AC%EB%93%9C-%EB%B0%98%ED%8C%94-%EC%9E%90%EC%BC%93-miwjkb61qg/1237/category/45/display/1/,36_1,"S,M,L"
,37,롱 와이드핏 데님,MIXXO,MIWTJB507J,여,하의,,,,,청바지,와이드,,,,,,,,데님,스카이블루,"케쥬얼, 캠퍼스, 스트릿","봄, 여름, 가을, 겨울","10대_이하, 20대, 30대, 40대",https://drive.google.com/open?id=1ca2a1VEiNOgukpfogeR-Be9ga1bMkKj2,39900,https://mixxo.com/product/%EB%A1%B1-%EC%99%80%EC%9D%B4%EB%93%9C%ED%95%8F-%EB%8D%B0%EB%8B%98-miwtjb507j/1071/category/45/display/1/,37_1,"24,26,28,30"
,38,Half Zip-Up M-Logo Sweat,JEEP,JM5TSU838MG,"남, 여",상의,,,맨투맨,레귤러,,,,,,,,,,면,그레이,"케쥬얼, 캠퍼스","가을, 겨울","10대_이하, 20대",https://drive.google.com/open?id=1jzvLqiOha2cIpWzgeR_jv_smJsv6Ivdy,69000,https://store.musinsa.com/app/goods/1755609,38_1,"S,M,L,XL"
,39,볼륨소매 크롭 블라우스,MIXXO,MIWBWB621C,여,상의,,,셔츠/블라우스,레귤러,,,,,,,,,,면,베이지,"캠퍼스, 오피스, 페미닌",여름,"20대, 30대, 40대",https://drive.google.com/open?id=1UZpoapCgyBjNMXwgRi2ZuZcqYy1yXfRC,39900,https://mixxo.com/product/%EB%B3%BC%EB%A5%A8%EC%86%8C%EB%A7%A4-%ED%81%AC%EB%A1%AD-%EB%B8%94%EB%9D%BC%EC%9A%B0%EC%8A%A4miwbwb621c/1171/category/45/display/1/,39_1,"S,M,L"
,40,골지 크롭 티셔츠,MIXXO,MIWHWB522G,여,상의,,,티셔츠,"레귤러, 슬림",,,,,,,,,,"면, 폴리에스터","옐로우, 그린","케쥬얼, 캠퍼스, 페미닌",여름,"10대_이하, 20대, 30대",https://drive.google.com/open?id=1rnspIv_y2GznN5TWVTnhoSXqMxn5MIra,19900,https://mixxo.com/product/%EA%B3%A8%EC%A7%80-%ED%81%AC%EB%A1%AD-%ED%8B%B0%EC%85%94%EC%B8%A0-miwhwb522g/1089/category/43/display/1/,40_1,"90,95,100"
,41,레이어드 어센틱 롱슬리브 블랙,COVERNAT,CO2003LT14BK,남,상의,,,롱 슬리브,"레귤러, 오버핏",,,,,,,,,,면,블랙,스트릿,"가을, 겨울","10대_이하, 20대",https://drive.google.com/open?id=1E3mRH3_kbCmUgFr_Uk0aan6BZj-W8w2G,49000,https://store.musinsa.com/app/goods/15551033,41_1,"S,M,L,XL"
,42,FOUR LEAF CLOVER FLEECE ZIP-UP,PRENDA FROM PLANT,PPTZAWFZ01UI4,여,아우터,후리스,오버핏,,,,,,,,,,,,폴리에스터,화이트,케쥬얼,"봄, 가을, 겨울",10대_이하,https://drive.google.com/open?id=18pdycG6z5fPJNcsnyvGsXQe8IEhdy-Hr,59000,https://store.musinsa.com/app/goods/1672157,42_1,"S,M,L,XL"
,43,슬린 오버핏 반팔셔츠,JEMUT,YHSS2351,여,상의,,,셔츠/블라우스,오버핏,,,,,,,,,,면,스카이블루,"미니멀, 케쥬얼, 캠퍼스, 스트릿",여름,"10대_이하, 20대",https://drive.google.com/open?id=1mJaWz2W1hnuTa82x7055C_b4dtTy7uZ2,32900,https://store.musinsa.com/app/goods/1884459,43_1,"M,L,XL"
,44,V STRIPE KNIT_NAVY,YUPPE,YP21SUKT03NA,여,상의,,,티셔츠,레귤러,,,,,,,,,,밤부,블랙,"미니멀, 케쥬얼, 캠퍼스",여름,"20대, 30대",https://drive.google.com/open?id=1aABs850rQ0_rLonhJJVMTPJcSL5B04mu,62000,https://store.musinsa.com/app/goods/1926300,44_1,FREE
,45,카라배색 반팔 여름스웨터,ROEM,RMKAB24RQ3,여,상의,,,티셔츠,레귤러,,,,,,,,,,아크릴,아이보리,"케쥬얼, 캠퍼스, 러블리",여름,"10대_이하, 20대",https://drive.google.com/open?id=17My8Q1Sw7_xgHwEb8_nelMVVajN1xM6r,39900,https://store.musinsa.com/app/goods/1856302,45_1,FREE
,46,T-Logo Knit Vest Black,THISISNEVERTHAT,1691940,"남, 여",상의,,,조끼,레귤러,,,,,,,,,,면,블랙,"케쥬얼, 캠퍼스","봄, 가을, 겨울","10대_이하, 20대",https://drive.google.com/open?id=1eD-xLEJ8TvpfNyyPO9wUufLLgDFNBTdy,82000,https://store.musinsa.com/app/goods/1840083,46_1,"S,M,L"
,47,V넥 오버핏 로고 맨투맨,NOIAGO,NOI117,여,상의,,,맨투맨,오버핏,,,,,,,,,,면,네이비,"케쥬얼, 캠퍼스, 스트릿","봄, 가을, 겨울","10대_이하, 20대",https://drive.google.com/open?id=1MufqQAXmR1jdNQ1FAjAz7k6E2GJyVNqk,57000,https://store.musinsa.com/app/goods/1552714,47_1,FREE
,48,Small Logo Cap,JEEP,GL5GCU192IV,"남, 여",모자,,,,,,,,,,,,,캡모자,"면, 폴리에스터",아이보리,"미니멀, 케쥬얼, 캠퍼스, 스트릿","봄, 여름, 가을, 겨울","10대_이하, 20대",https://drive.google.com/open?id=1o1WJlt1on3gVe722QeI0F8bdFhkg8vu7,35000,https://store.musinsa.com/app/goods/1374018,48_1,FREE
,49,옥스포드 칼라 아노락 셔츠,LAFUDGESTORE,fudge,남,상의,,,맨투맨,레귤러,,,,,,,,,,"면, 린넨",그린,"케쥬얼, 캠퍼스, 스트릿, 시티보이","봄, 여름","10대_이하, 20대",https://drive.google.com/open?id=1qxBwlLg3s-VklTd4BVy9na9AQLxwzw0Y,45000,https://store.musinsa.com/app/goods/1921507,49_1,"M,L"
,50,린넨 원피스,ZARA,7385/096,여,세트,,,,,,,,,원피스,"레귤러, 슬림",,,,"면, 린넨, 비스코스",블랙,"미니멀, 케쥬얼, 락시크","봄, 여름","10대_이하, 20대",https://drive.google.com/open?id=15dfdzid6xCSPmw3K1CLPbsEDLFIh1TzE,49000,https://www.zara.com/kr/ko/%EB%A6%B0%EB%84%A8-%EC%9B%90%ED%94%BC%EC%8A%A4-p07385096.html?v1=100620896&v2=1478211,50_1,"XS,S,M,L,XL,XXL"
,51,콘트라스트 타이트핏 원피스,ZARA,5584/310,여,세트,,,,,,,,,원피스,슬림,,,,"면, 기타",블랙,"미니멀, 케쥬얼","봄, 여름","10대_이하, 20대",https://drive.google.com/open?id=1jNVvAHglv-WJyeZpg5BAAe10SO0LBZid,29000,https://www.zara.com/kr/ko/%EC%BD%98%ED%8A%B8%EB%9D%BC%EC%8A%A4%ED%8A%B8-%ED%83%80%EC%9D%B4%ED%8A%B8%ED%95%8F-%EC%9B%90%ED%94%BC%EC%8A%A4-p05584310.html?v1=90454067&v2=1478211,51_1,"S,M,L"
,52,FULL LENGTH 팬츠,ZARA,5427/170,여,하의,,,,,슬랙스,스트레이트,,,,,,,,폴리에스터,블랙,"케쥬얼, 캠퍼스","봄, 가을","20대, 30대, 40대",https://drive.google.com/open?id=1o4lTv9qbf9xS-XgHmG7ehYCBOKVEzM2p,49000,https://www.zara.com/kr/ko/full-length-%ED%8C%AC%EC%B8%A0-p05427170.html?v1=90431189&v2=1478211,52_1,"XS,S,M,L,XL,XXL"
,53,크롭 티셔츠,ZARA,4424/159,여,상의,,,티셔츠,레귤러,,,,,,,,,,면,블랙,"미니멀, 케쥬얼, 캠퍼스","봄, 여름","10대_이하, 20대, 30대",https://drive.google.com/open?id=1opJ-VOwJHhNr7wsjkIyiVXKGRNDeBpY9,12000,https://www.zara.com/kr/ko/크롭-티셔츠-p04424159.html?v1=109927345,53_1,"XS,S,M,L,XL"
,54,스트럭처 크롭 블레이저,ZARA,3187/273,여,아우터,블레이저,슬림,,,,,,,,,,,,면,화이트,"미니멀, 케쥬얼, 오피스, 페미닌","봄, 여름","10대_이하, 20대, 30대, 40대",https://drive.google.com/open?id=1OvZcTjUPZnwr3rMe3f-9qH-0yEWLnc1c,109000,https://www.zara.com/kr/ko/%EC%8A%A4%ED%8A%B8%EB%9F%AD%EC%B2%98-%ED%81%AC%EB%A1%AD-%EB%B8%94%EB%A0%88%EC%9D%B4%EC%A0%80-p03187273.html?v1=106714030&v2=1478211,54_1,"XS,S,M,L,XL"
,55,포켓 플루이드 셔츠,ZARA,9479/080,여,상의,,,셔츠/블라우스,오버핏,,,,,,,,,,라이오셀,화이트,"락시크, 오피스","봄, 여름","20대, 30대, 40대",https://drive.google.com/open?id=1VrNUtGOX4DxWuqm_3PZlXNlTGIeoEcVY,59000,https://www.zara.com/kr/ko/%ED%8F%AC%EC%BC%93-%ED%94%8C%EB%A3%A8%EC%9D%B4%EB%93%9C-%EC%85%94%EC%B8%A0-p09479080.html?v1=104466576&v2=1478211,55_1,"XS,S,M,L,XL,XXL"
,56,포플린 셔츠,ZARA,3067/005,여,상의,,,셔츠/블라우스,오버핏,,,,,,,,,,면,화이트,"락시크, 오피스, 페미닌","봄, 여름, 가을","20대, 30대, 40대, 50대_이상",https://drive.google.com/open?id=1xscAXfFY7Kxw9BoX8wiLlfV6jFO74vFT,39000,https://www.zara.com/kr/ko/%ED%8F%AC%ED%94%8C%EB%A6%B0-%EC%85%94%EC%B8%A0-p03067005.html?v1=105582761&v2=1478211,56_1,"XS,S,M,L,XL,XXL"
,57,포켓 포플린 셔츠,ZARA,2307/335,여,상의,,,셔츠/블라우스,오버핏,,,,,,,,,,면,블랙,"스트릿, 시티보이",여름,"20대, 30대, 40대, 50대_이상",https://drive.google.com/open?id=1gBBBk7hzLLEak3Y6Tm09HOn7pudPgzNF,39000,https://www.zara.com/kr/ko/%ED%8F%AC%EC%BC%93-%ED%8F%AC%ED%94%8C%EB%A6%B0-%EC%85%94%EC%B8%A0-p02307335.html?v1=105581307&v2=1478211,57_1,"XS,S,M,L,XL,XXL"
,58,슬링백 스니커즈,ZARA,2863/710,여,신발,,,,,,,,,,,스니커즈,,,면,화이트,"미니멀, 케쥬얼","봄, 여름","10대_이하, 20대, 30대",https://drive.google.com/open?id=1J7hhaCHef4rh-Z_8-ZOoHEZKuoPYiE05,39000,https://www.zara.com/kr/ko/%EC%8A%AC%EB%A7%81%EB%B0%B1-%EC%8A%A4%EB%8B%88%EC%BB%A4%EC%A6%88-p12863710.html?v1=89079695&v2=1478211,58_1,"XS,S,M,L,XL,XXL"
